ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcBoundaryNodeConditionWarping,Pr_70_75_94_80,PR,Static filament warning beacons,,0.5436
IfcBoundaryNodeConditionWarping,Pr_75_80_42_40,PR,Intrusion and hold-up alarm internal warning devices,,0.5319
IfcBoundaryNodeConditionWarping,Ss_75_60_55,SS,Natural disaster warning and protection systems,,0.5227
IfcBoundaryNodeConditionWarping,Pr_75_80_42_28,PR,Intrusion and hold-up alarm external warning devices,,0.5186
IfcBoundedCurve,PM_70_75_13,PM,Coliform and bacteria count test report,,0.5086
IfcBoundedCurve,Pr_65_70_80_51,PR,Multicore screened low-smoke halogen-free (LSHF) cable run cables,,0.4862
IfcBoundedCurve,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4723
IfcBoundedCurve,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.4699
IfcBoundedCurve,Pr_65_70_48_77,PR,Polyvinyl chloride (PVC)-insulated single-core cables,,0.4693
IfcBoundedSurface,PC_20_30_85,PC,Surface type,,0.66
IfcBoundedSurface,Pr_35_31_65_29,PR,Fine surface fillers,,0.633
IfcBoundedSurface,Pr_35_31_05_05,PR,Asphalt concrete (AC) surface courses,,0.6095
IfcBoundedSurface,Pr_35_31_05_65,PR,Porous asphalt concrete (PAC) surface courses,,0.5822
IfcBoundedSurface,Pr_15_31_04_15,PR,Concrete surface retarders,,0.5684
IfcBoundingBox,Pr_80_77_28_07,PR,Boundary boxes,,0.5999
IfcBoundingBox,PC_50_37_36_15,PC,Conditioning unit identifier,,0.5187
IfcBoundingBox,Pr_40_70_22_24,PR,Donation boxes,,0.5161
IfcBoundingBox,Pr_40_30_04_06,PR,Bat boxes,,0.5155
IfcBoundingBox,Pr_40_30_04_08,PR,Bird boxes,,0.5089
IfcBoxedHalfSpace,SL_35_10,SL,Medical spaces,,0.6697
IfcBoxedHalfSpace,SL_35_85,SL,Animal spaces,,0.6234
IfcBoxedHalfSpace,SL_25_10_84,SL,Study spaces,,0.5756
IfcBoxedHalfSpace,SL_25_30,SL,Scientific and laboratory spaces,,0.5724
IfcBoxedHalfSpace,SL_35_70,SL,Funerary spaces,,0.5681
IfcBridge,EF_20_50,EF,Bridge structures,,0.893
IfcBridge,Ro_50_20_06,RO,Bridge engineer,,0.8908
IfcBridge,Ac_80_94_60,AC,Passing over a bridge,,0.8855
IfcBridge,Ac_80_94_90,AC,Passing under a bridge,,0.8761
IfcBridge,EF_20_50_10,EF,Bridge decks,,0.871
IfcBridgePart,Ac_80_94_60,AC,Passing over a bridge,,0.9181
IfcBridgePart,Ac_80_94_90,AC,Passing under a bridge,,0.9133
IfcBridgePart,En_80_94,EN,Bridges,,0.8506
IfcBridgePart,Pr_65_72_60_08,PR,Bridge arms,,0.7904
IfcBridgePart,En_80_94_05,EN,Arch bridges,,0.7723
IfcBuilding,PC_10_10_36,PC,Height of building,,0.8859
IfcBuilding,EF_37_17,EF,"Towers, chimneys and masts",,0.8761
IfcBuilding,PC_35_63_84,PC,Structure,,0.8718
IfcBuilding,PC_10_10,PC,Building identifiers,,0.871
IfcBuilding,Pr_20_65,PR,Prefabricated buildings and structures,,0.8684
IfcBuildingElementPart,Ss_20_05_50,SS,Minor concrete substructure systems,,0.8524
IfcBuildingElementPart,Ss_15_30_17_14,SS,Concrete mortar or overlay systems,,0.8393
IfcBuildingElementPart,Ss_25_20_15_16,SS,Concrete panel cladding systems,,0.8365
IfcBuildingElementPart,Ss_25_20_90_65,SS,Precast concrete panel cladding systems,,0.8347
IfcBuildingElementPart,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.8337
IfcBuildingElementPartType,Ss_30_20_90_50,SS,Mosaic parquet panel flooring systems,,0.4569
IfcBuildingElementProxy,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.4698
IfcBuildingElementProxy,Ss_20_05_15_90,SS,Unreinforced concrete foundation systems for cast-in products,,0.4647
IfcBuildingElementProxyType,EF_30_05,EF,Building levels,,0.7333
IfcBuildingElementProxyType,EF_60_80,EF,Drying,,0.6667
IfcBuildingElementProxyType,EF_30_25_12,EF,Ceilings,,0.625
IfcBuildingElementProxyType,EF_70_30_10,EF,Cable management,,0.625
IfcBuildingElementProxyType,EF_25_30_95,EF,Vents,,0.6
IfcBuildingStorey,PC_10_10_57,PC,Number of storeys,,0.8941
IfcBuildingStorey,PC_10_10_58,PC,Number of storeys below ground level,,0.8865
IfcBuildingStorey,PC_10_10_36,PC,Height of building,,0.8826
IfcBuildingStorey,PC_20_25_94_27,PC,Elevation,,0.8743
IfcBuildingStorey,EF_30_05,EF,Building levels,,0.8729
IfcBuildingSystem,Ss_75_70_96_21,SS,Desludging control systems,,0.6369
IfcBuildingSystem,Ss_55_15_50_30,SS,Flocculation systems,,0.6313
IfcBuildingSystem,Ss_15_10_76_21,SS,Dewatering systems,,0.5986
IfcBuildingSystem,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.5933
IfcBuildingSystem,Ss_55_15_85,SS,Water treatment filtration systems,,0.5897
IfcBuiltElement,EF_20,EF,Structural elements,,0.8998
IfcBuiltElement,EF_25,EF,Wall and barrier elements,,0.8622
IfcBuiltElement,EF_30,EF,"Roofs, floor and paving elements",,0.8618
IfcBuiltElement,EF_37,EF,"Tunnel, vessel and tower elements",,0.8595
IfcBuiltElement,EF_45_90,EF,"Tree, shrub and herbaceous plant elements",,0.8499
IfcBuiltElementType,EF_40_25,EF,Cultural elements,,0.6875
IfcBuiltElementType,EF_25_30_95,EF,Vents,,0.6
IfcBuiltElementType,EF_70_30_10,EF,Cable management,,0.5806
IfcBuiltElementType,EF_75_50_60,EF,Patient monitoring and telemetry,,0.5714
IfcBuiltElementType,Ss_75_70_54_30,SS,Fuel metering systems,,0.5714
IfcBuiltSystem,Ss_20_40_10,SS,Building cable systems,,0.6005
IfcBuiltSystem,Ss_20_05,SS,Substructure systems,,0.5816
IfcBuiltSystem,Ss_20,SS,Structural systems,,0.5798
IfcBuiltSystem,Ss_15_10,SS,Groundworks and earthworks systems,,0.5747
IfcBuiltSystem,Ss_20_05_50_70,SS,Reinforced concrete foundation and plinth systems,,0.57
IfcBurner,Pr_60_60_10,PR,Burners,,0.9275
IfcBurner,Pr_65_54_33_34,PR,Gas burner safety devices,,0.8965
IfcBurner,Pr_60_60_83_81,PR,Solid fuel handling equipment,,0.8634
IfcBurner,Pr_70_60_36_80,PR,Solid fuel room heaters,,0.8576
IfcBurner,Pr_40_50_28,PR,Extinguishers and fire blankets,,0.8558
IfcBurnerType,PC_10_65_91,PC,Type,,0.8077
IfcBurnerType,PC_10_90,PC,Test identifiers,,0.5092
IfcBurnerType,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.509
IfcBurnerType,Ss_75_70_90_06,SS,Automatic traffic counter and classifier (ATCC) systems,,0.5062
IfcBurnerType,PC_10_90_31,PC,Field test identifiers,,0.4946
IfcCShapeProfileDef,Pr_25_71_11_27,PR,Fibre-reinforced cement profiled sheets,,0.5737
IfcCShapeProfileDef,Ss_25_20_68_30,SS,Fibre cement profiled sheet self-supporting cladding systems,,0.5622
IfcCShapeProfileDef,Pr_25_71_63_34,PR,Glass fibre-reinforced plastics (GRP) profiled sheets,,0.5612
IfcCShapeProfileDef,Pr_25_71_51_33,PR,Galvanized carbon steel profiled sheets,,0.5316
IfcCShapeProfileDef,Ss_30_40_65_30,SS,Fibre cement profiled self-supporting sheet roof covering systems,,0.5224
IfcCableCarrierFitting,Pr_65_70_11_29,PR,Flexible electrical cable carriers,,0.8805
IfcCableCarrierFitting,PC_50_15_18_16,PC,Communications cable classification,,0.8703
IfcCableCarrierFitting,Ac_10_40_63,AC,Pipe fitting,,0.8693
IfcCableCarrierFitting,Pr_30_59_09_12,PR,Carbon steel brise-soleil carrier members,,0.8571
IfcCableCarrierFitting,Pr_65_70_11_21,PR,Cable access chambers,,0.8563
IfcCableCarrierFittingType,PC_10_65_91,PC,Type,,0.8666
IfcCableCarrierFittingType,PC_50_15_81_91,PC,Signal type,,0.6223
IfcCableCarrierFittingType,PC_20_67_60,PC,Packaging type,,0.6196
IfcCableCarrierFittingType,PC_20_77_21,PC,Day type,,0.6112
IfcCableCarrierFittingType,PC_35_30_32,PC,Fire type,,0.5902
IfcCableCarrierSegment,SL_70_20_89,SL,Transmission cable section,,0.892
IfcCableCarrierSegment,Pr_65_70_11_29,PR,Flexible electrical cable carriers,,0.8808
IfcCableCarrierSegment,PC_50_15_18_16,PC,Communications cable classification,,0.8766
IfcCableCarrierSegment,En_80_20,EN,Cable transport entities,,0.8742
IfcCableCarrierSegment,PC_50_15_18_12,PC,Communications cable category,,0.8708
IfcCableCarrierSegmentType,PC_10_65_91,PC,Type,,0.8734
IfcCableCarrierSegmentType,PC_50_34_27,PC,Equipment type,,0.6642
IfcCableCarrierSegmentType,PC_50_34_44_44,PC,Joint type,,0.6616
IfcCableCarrierSegmentType,PC_50_34_74_91,PC,Sensor type,,0.6252
IfcCableCarrierSegmentType,PC_50_15_81_91,PC,Signal type,,0.6218
IfcCableFitting,Ac_10_40_63,AC,Pipe fitting,,0.8913
IfcCableFitting,Pr_65_72_59_15,PR,Cone-type termination fittings,,0.8771
IfcCableFitting,PC_50_15_18_16,PC,Communications cable classification,,0.8682
IfcCableFitting,Pr_65_70_11_96,PR,Wall and ceiling-mounted cable trunking and ducting,,0.8514
IfcCableFitting,En_70_20_24,EN,Electrical cable sealing end (CSE) compounds,,0.846
IfcCableFittingType,PC_10_65_91,PC,Type,,0.8778
IfcCableFittingType,PC_20_30_06,PC,Backing type,,0.6682
IfcCableFittingType,PC_50_15_81_91,PC,Signal type,,0.6299
IfcCableFittingType,PC_20_77_21,PC,Day type,,0.6158
IfcCableFittingType,PC_20_67_60,PC,Packaging type,,0.6072
IfcCableSegment,SL_70_20_89,SL,Transmission cable section,,0.9015
IfcCableSegment,PC_50_15_18_16,PC,Communications cable classification,,0.8947
IfcCableSegment,En_80_20,EN,Cable transport entities,,0.8806
IfcCableSegment,PC_50_15_18_12,PC,Communications cable category,,0.8799
IfcCableSegment,PC_50_15_18_91,PC,Communications cable type,,0.8779
IfcCableSegmentType,PC_10_65_91,PC,Type,,0.8987
IfcCableSegmentType,PC_50_34_44_44,PC,Joint type,,0.6771
IfcCableSegmentType,PC_50_34_27,PC,Equipment type,,0.6768
IfcCableSegmentType,PC_50_34_74_91,PC,Sensor type,,0.6321
IfcCableSegmentType,PC_50_15_81_91,PC,Signal type,,0.6316
IfcCaissonFoundation,Pr_70_60_82_42,PR,Inset open fireplace surrounds and hearths,,0.8334
IfcCaissonFoundation,Pr_20_85_07_13,PR,Carbon steel safety barrier open box beams,,0.8322
IfcCaissonFoundation,Pr_20_85_48_43,PR,Inset open fireplace throat-forming lintels and corbel units,,0.8297
IfcCaissonFoundation,Pr_20_85_07_14,PR,Carbon steel safety barrier rectangular hollow sections,,0.8241
IfcCaissonFoundation,Pr_40_30_78_58,PR,Open bookcases,,0.8234
IfcCaissonFoundationType,PC_10_65_91,PC,Type,,0.8612
IfcCaissonFoundationType,PC_20_30_06,PC,Backing type,,0.6245
IfcCaissonFoundationType,PC_50_15_81_91,PC,Signal type,,0.6197
IfcCaissonFoundationType,PC_20_77_21,PC,Day type,,0.6049
IfcCaissonFoundationType,PC_35_30_32,PC,Fire type,,0.5998
IfcCartesianPoint,PC_20_32_65,PC,Point,,0.8573
IfcCartesianPoint,Zz_35_60,ZZ,Points,,0.7983
IfcCartesianPoint,PC_50_75_64,PC,Point locations,,0.6658
IfcCartesianPoint,PC_35_90_90_29,PC,Flashpoint,,0.6636
IfcCartesianPoint,PC_50_75_64_17,PC,Control point location,,0.6528
IfcCartesianPointList,PC_20_32_65,PC,Point,,0.8268
IfcCartesianPointList,Zz_35_60,ZZ,Points,,0.7431
IfcCartesianPointList,Pr_65_54_93_87,PR,Test points,,0.6467
IfcCartesianPointList,Pr_20_85_70_67,PR,Point clips,,0.6377
IfcCartesianPointList,PC_50_75_64,PC,Point locations,,0.6346
IfcCartesianPointList2D,PC_20_32_65,PC,Point,,0.7991
IfcCartesianPointList2D,Zz_35_60,ZZ,Points,,0.7124
IfcCartesianPointList2D,PC_50_75_64,PC,Point locations,,0.6008
IfcCartesianPointList2D,Pr_65_54_93_87,PR,Test points,,0.5941
IfcCartesianPointList2D,PC_35_90_90_29,PC,Flashpoint,,0.55
IfcCartesianPointList3D,Zz_35_60,ZZ,Points,,0.7013
IfcCartesianPointList3D,PC_50_75_64,PC,Point locations,,0.5926
IfcCartesianPointList3D,Pr_65_54_93_87,PR,Test points,,0.5827
IfcCartesianPointList3D,PC_35_90_90_29,PC,Flashpoint,,0.5668
IfcCartesianPointList3D,Pr_70_75_70_62,PR,Points converter devices,,0.5325
IfcCartesianTransformationOperator,SL_25_10_40,SL,Information and communications technology (ICT) laboratories,,0.5848
IfcCartesianTransformationOperator,PC_60_52,PC,Method of operation,,0.5673
IfcCartesianTransformationOperator,PM_80_10_40,PM,Information and communications technology (ICT) protocol,,0.5502
IfcCartesianTransformationOperator,En_70_20_05,EN,Autotransformer feeder stations,,0.5414
IfcCartesianTransformationOperator,PM_70_75_40,PM,Information and communications technology (ICT) infrastructure test report,,0.5382
IfcCartesianTransformationOperator2D,Ss_37_16_10_90,SS,Transformer bund systems,,0.5273
IfcCartesianTransformationOperator2D,En_70_20_05,EN,Autotransformer feeder stations,,0.5156
IfcCartesianTransformationOperator2D,PM_60_20_55,PM,Nominated subcontractor or supplier work information,,0.4883
IfcCartesianTransformationOperator2D,PC_10_90,PC,Test identifiers,,0.4822
IfcCartesianTransformationOperator2D,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.4774
IfcCartesianTransformationOperator2DnonUniform,En_70_20_05,EN,Autotransformer feeder stations,,0.5219
IfcCartesianTransformationOperator2DnonUniform,PM_70_15_24,PM,Distribution network operator (DNO) notification certificate,,0.5014
IfcCartesianTransformationOperator2DnonUniform,Pr_60_55_97_43,PR,Ion exchange demineralization units,,0.4968
IfcCartesianTransformationOperator2DnonUniform,Pr_40_70_51_22,PR,Defibrillator units,,0.4826
IfcCartesianTransformationOperator2DnonUniform,PC_10_90,PC,Test identifiers,,0.4798
IfcCartesianTransformationOperator3D,En_70_20_05,EN,Autotransformer feeder stations,,0.5275
IfcCartesianTransformationOperator3D,PM_40_60_44,PM,Information security triage matrix,,0.5023
IfcCartesianTransformationOperator3D,PM_80_10_57,PM,Non-conformance protocol,,0.4953
IfcCartesianTransformationOperator3D,Pr_25_71_29_86,PR,Suspended in situ concrete construction permanent insulation formwork (PIF),,0.487
IfcCartesianTransformationOperator3D,Ss_70_30_60_05,SS,Autotransformer feeder (ATF) systems,,0.4813
IfcCartesianTransformationOperator3DnonUniform,En_70_20_05,EN,Autotransformer feeder stations,,0.5346
IfcCartesianTransformationOperator3DnonUniform,Pr_60_55_97_43,PR,Ion exchange demineralization units,,0.5032
IfcCartesianTransformationOperator3DnonUniform,PM_70_15_24,PM,Distribution network operator (DNO) notification certificate,,0.4949
IfcCartesianTransformationOperator3DnonUniform,Pr_40_70_51_22,PR,Defibrillator units,,0.4854
IfcCartesianTransformationOperator3DnonUniform,Pr_65_72_59_04,PR,Autotransformer feeders (ATF),,0.4742
IfcCenterLineProfileDef,Zz_35_20,ZZ,Centrelines,,0.7043
IfcCenterLineProfileDef,Zz_80_45,ZZ,Lines,,0.6851
IfcCenterLineProfileDef,Ss_25_20_68_30,SS,Fibre cement profiled sheet self-supporting cladding systems,,0.5444
IfcCenterLineProfileDef,Zz_35_40,ZZ,Gridlines,,0.5395
IfcCenterLineProfileDef,Pr_25_71_11_27,PR,Fibre-reinforced cement profiled sheets,,0.5378
IfcChiller,Pr_60_60_13_96,PR,Water-cooled liquid chillers,,0.9208
IfcChiller,Pr_60_60_13_04,PR,Air-cooled liquid chillers,,0.9165
IfcChiller,Pr_60_60_13_38,PR,Hot water-fired absorption liquid chillers,,0.9084
IfcChiller,Ac_60,AC,"Heating, cooling and refrigeration activities",,0.8984
IfcChiller,Pr_60_60_13,PR,Chillers and cooling towers,,0.8956
IfcChillerType,PC_10_65_91,PC,Type,,0.8859
IfcChillerType,PC_35_30_32,PC,Fire type,,0.6528
IfcChillerType,PC_20_05_22_77,PC,Shipper type,,0.6484
IfcChillerType,PC_50_34_74_91,PC,Sensor type,,0.6404
IfcChillerType,PC_50_75_03,PC,Alarm type,,0.6392
IfcChimney,Pr_70_65_30,PR,Flues and chimneys,,0.9221
IfcChimney,EF_37_17_15,EF,Chimneys,,0.9209
IfcChimney,Pr_70_65_30_51,PR,Metal flues and chimneys,,0.9078
IfcChimney,EF_37_17,EF,"Towers, chimneys and masts",,0.8994
IfcChimney,Ss_37_17,SS,"Tower, chimney and mast systems",,0.8626
IfcChimneyType,PC_10_65_91,PC,Type,,0.8814
IfcChimneyType,PC_20_77_21,PC,Day type,,0.6833
IfcChimneyType,PC_35_28_16,PC,Climate type,,0.6322
IfcChimneyType,PC_35_30_32,PC,Fire type,,0.6162
IfcChimneyType,PC_50_34_44_79,PC,Seam type,,0.6155
IfcCircle,Pr_20_29_14_13,PR,Circlips,,0.6329
IfcCircle,Pr_30_31_76_41,PR,Intumescent foam fillers,,0.5273
IfcCircle,Pr_40_50_51_06,PR,Bariatric plinth couches,,0.5147
IfcCircle,Pr_60_60_36_59,PR,Organic Rankine cycle (ORC) waste heat recovery units,,0.5061
IfcCircle,Pr_25_93_51_40,PR,Glass fibre-reinforced concrete (GRC) dressing keystones,,0.5057
IfcCircleHollowProfileDef,Pr_25_71_63_93,PR,Unplasticized polyvinyl chloride (PVC-U) profiled sheets,,0.4963
IfcCircleHollowProfileDef,PC_35_65_36_39,PC,Hydrochlorofluorocarbon (HCFC) emissions,,0.4724
IfcCircleHollowProfileDef,PM_10_10_20,PM,Final project brief,,0.4505
IfcCircleHollowProfileDef,Pr_65_70_48_58,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables,,0.4409
IfcCircleHollowProfileDef,Pr_65_70_48_32,PR,Thermoplastic polyvinyl chloride (PVC)-insulated flexible cables,,0.4391
IfcCircleProfileDef,Pr_35_90_87,PR,"Tapes, strips and profile fillers",,0.5307
IfcCircleProfileDef,Pr_25_71_63_93,PR,Unplasticized polyvinyl chloride (PVC-U) profiled sheets,,0.5149
IfcCircleProfileDef,PM_10_10_20,PM,Final project brief,,0.4897
IfcCircleProfileDef,Pr_20_93_51_28,PR,Expanded polystyrene (EPS) infill blocks,,0.4765
IfcCircleProfileDef,Pr_65_70_50_64,PR,Prefabricated low-smoke zero-halogen (LSZH) insulated and sheathed multicore cables,,0.4742
IfcCivilElement,Ss_40_90_40_42,SS,Intumescent coating systems,,0.4394
IfcCivilElement,Ss_40_90_40,SS,Intumescent systems,,0.4291
IfcCivilElementType,EF_25_30_95,EF,Vents,,0.6
IfcCivilElementType,EF_80_50,EF,Lifts,,0.5714
IfcCivilElementType,EF_20_50_64,EF,Piers,,0.5714
IfcCivilElementType,EF_40_25,EF,Cultural elements,,0.5625
IfcCivilElementType,EF_30_60,EF,Pavements,,0.5556
IfcClassification,PC_35_28_79,PC,Seismic classification,,0.7674
IfcClassification,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.7069
IfcClassification,PC_50_15_18_16,PC,Communications cable classification,,0.7026
IfcClassification,PM_70_85_11,PM,Clarifications information,,0.6999
IfcClassification,Ss_75_70_90_06,SS,Automatic traffic counter and classifier (ATCC) systems,,0.6313
IfcClassificationReference,Zz_20_10_70,ZZ,Reference,,0.8304
IfcClassificationReference,PC_35_28_79,PC,Seismic classification,,0.6666
IfcClassificationReference,Zz_20_80_15,ZZ,Cross references,,0.6538
IfcClassificationReference,PM_40_45,PM,Specifications,,0.6458
IfcClassificationReference,Zz_90_30,ZZ,External reference information,,0.636
IfcClosedShell,Pr_40_70_55_27,PR,Fairleads,,0.5381
IfcClosedShell,PM_10_90_01,PM,Abnormal indivisible load (AIL) schedule,,0.502
IfcClosedShell,Pr_25_71_42_59,PR,Open-cell infill panels,,0.493
IfcClosedShell,PM_30_20_92,PM,Underground drainage closed-circuit television (CCTV) condition survey information,,0.4902
IfcClosedShell,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.48
IfcClothoid,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.5209
IfcClothoid,PC_35_65_36_16,PC,Chlorofluorocarbon (CFC) emissions,,0.5187
IfcClothoid,Ma_60_15,MA,Chlorofluorocarbons,,0.488
IfcClothoid,PM_70_30_40,PM,Information and communications technology (ICT) security certification information,,0.4865
IfcClothoid,Ss_20_50_25_59,SS,Orthotropic deck systems,,0.4676
IfcCoil,Pr_60_65_37,PR,Heating and cooling coils,,0.9296
IfcCoil,Pr_60_65_37_12,PR,Chilled water cooling coils,,0.9191
IfcCoil,Pr_60_65_37_72,PR,Refrigerant cooling coils,,0.9116
IfcCoil,Pr_60_65_37_47,PR,Low-temperature hot water heating coils,,0.904
IfcCoil,Pr_65_52_38_14,PR,Compressed air coil hoses,,0.8778
IfcCoilType,PC_10_65_91,PC,Type,,0.8733
IfcCoilType,PC_50_15_81_91,PC,Signal type,,0.6576
IfcCoilType,PC_50_34_44_44,PC,Joint type,,0.6305
IfcCoilType,PC_35_30_32,PC,Fire type,,0.627
IfcCoilType,PC_50_75_03,PC,Alarm type,,0.6099
IfcColourRgb,PC_35_65_36_16,PC,Chlorofluorocarbon (CFC) emissions,,0.5178
IfcColourRgb,Ma_60_15,MA,Chlorofluorocarbons,,0.5131
IfcColourRgb,PC_35_65_36_39,PC,Hydrochlorofluorocarbon (HCFC) emissions,,0.4971
IfcColourRgb,Pr_65_70_50_64,PR,Prefabricated low-smoke zero-halogen (LSZH) insulated and sheathed multicore cables,,0.481
IfcColourRgb,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.4531
IfcColourRgbList,FI_90_45,FI,List (LI),,0.6057
IfcColourRgbList,Ac_25_70_11,AC,Cataloguing,,0.5043
IfcColourRgbList,PM_70_25_27,PM,Energy technology list (ETL) certification,,0.4955
IfcColourRgbList,Ma_60_15,MA,Chlorofluorocarbons,,0.4938
IfcColourRgbList,PM_80_20_19,PM,Contacts list,,0.4897
IfcColourSpecification,Ss_55_15_50_30,SS,Flocculation systems,,0.5133
IfcColourSpecification,PC_35_65_36_16,PC,Chlorofluorocarbon (CFC) emissions,,0.5113
IfcColourSpecification,Pr_40_70_51_60,PR,Oscilloscopes,,0.4973
IfcColourSpecification,Ma_60_15,MA,Chlorofluorocarbons,,0.4922
IfcColourSpecification,Pr_65_52_03_13,PR,Chlorinated polyvinyl chloride (PVC-C) above-ground wastewater pipes and fittings,,0.4894
IfcColumn,Ss_20_30,SS,Structural columns,,0.8702
IfcColumn,PC_35_63_84,PC,Structure,,0.8679
IfcColumn,EF_20,EF,Structural elements,,0.8612
IfcColumn,Ss_20_30_75,SS,Structural column systems,,0.8554
IfcColumn,Pr_20_85_16_02,PR,Aluminium structural columns,,0.8527
IfcColumnType,Pr_65_70_80_53,PR,Multicore screened pair low-smoke halogen-free (LSHF) axle counter cables,,0.4944
IfcColumnType,Pr_35_90_87_41,PR,Intumescent tapes,,0.4816
IfcColumnType,Pr_25_57_51_10,PR,Butyl rubber (polyisobutylene isoprene (IIR)) geomembranes,,0.4723
IfcColumnType,Pr_30_31_68_42,PR,Intumescent putties,,0.4684
IfcColumnType,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.4678
